Package,VersionGA,VersionPreview,DisplayName,ServiceName,RepoPath,MSDocs,GHDocs,Type,New,PlannedVersions,FirstGADate,Support,Hide,Notes
@azure/ai-anomaly-detector,,3.0.0-beta.2,Anomaly Detector,Anomaly Detector,anomalydetector,,,client,TRUE,,,,,Will replace: @azure/cognitiveservices-anomalydetector
@azure/app-configuration,1.1.1,,App Configuration,App Configuration,appconfiguration,,,client,TRUE,,1/7/2020,active,,
@azure/attestation,,1.0.0-beta.2,Azure Security Attestation,Attestation,attestation,,,client,TRUE,,,,,
@azure/search-documents,11.1.0,,Cognitive Search,Search,search,,,client,TRUE,,7/6/2020,active,,Replaces: @azure/search
@azure/communication-chat,,1.0.0-beta.5,Communication Chat,Communication,communication,,,client,TRUE,,,,,
@azure/communication-common,1.0.0,,Communication Common,Communication,communication,,,client,TRUE,,3/22/2021,active,,
@azure/communication-identity,,1.0.0-beta.5,Communication Identity,Communication,communication,,,client,TRUE,,,,,
@azure/communication-phone-numbers,,1.0.0-beta.4,Communication Phone Numbers,Communication,communication,NA,,client,TRUE,,,,,
@azure/communication-sms,,1.0.0-beta.4,Communication Sms,Communication,communication,,,client,TRUE,,,,,
@azure/abort-controller,1.0.4,,Core - Abort Controller,Core,core,,,client,TRUE,,10/29/2019,active,,
@azure/core-amqp,2.1.0,,Core - AMQP,Core,core,,,client,TRUE,,1/8/2020,active,,
@azure/core-auth,1.2.0,,Core - Auth,Core,core,,,client,TRUE,,10/29/2019,active,,
@azure/core-client,1.0.0,,Core - Client,Core,core,,,client,TRUE,,3/15/2021,active,,
@azure/core-http,1.2.3,,Core - HTTP,Core,core,,,client,TRUE,,10/29/2019,active,,
@azure/logger,1.0.2,,Core - Logger,Core,core,,,client,TRUE,,10/29/2019,active,,
@azure/core-lro,1.0.3,,Core - LRO,Core,core,,,client,TRUE,,10/29/2019,active,,
@azure/core-tracing,,1.0.0-preview.10,Core - Tracing,Core,core,,,client,TRUE,,,,,
@azure/core-xml,,1.0.0-beta.1,Core - XML,Core,core,,,client,TRUE,,,,,
@azure/core-rest-pipeline,1.0.2,,Core Rest Pipeline,Core,core,NA,,client,TRUE,,3/15/2021,active,,
@azure/cosmos,3.10.5,,Cosmos DB,Cosmos DB,cosmosdb,,,client,TRUE,,9/24/2019,active,,
@azure/digital-twins-core,1.0.3,,Digital Twins - Core,IoT,digitaltwins,,,client,TRUE,,11/3/2020,active,,
@azure/eventgrid,4.1.0,,Event Grid,Event Grid,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/eventgrid/eventgrid,,,client,TRUE,,12/4/2019,active,,Will be replaced by: @azure/eventgrid 3.x
@azure/event-hubs,5.4.0,5.5.0-beta.1,Event Hubs,Event Hubs,eventhub,,,client,TRUE,,3/27/2019,active,,
@azure/eventhubs-checkpointstore-blob,1.0.1,,Event Hubs - Azure Blob Storage Checkpoint Store,Event Hubs,eventhub,,,client,TRUE,,1/9/2020,active,,
@azure/schema-registry,,1.0.0-beta.1,Event Hubs - Schema Registry,Event Hubs,schemaregistry,,,client,TRUE,"1.0.0,04/13/2021",,,,
@azure/schema-registry-avro,,1.0.0-beta.1,Event Hubs - Schema Registry Avro,Event Hubs,schemaregistry,,,client,TRUE,"1.0.0,04/13/2021",,,,
@azure/ai-form-recognizer,3.0.0,3.1.0-beta.2,Form Recognizer,Form Recognizer,formrecognizer,,,client,TRUE,"3.1.0-beta.4,04/06/2021|3.1.0,05/11/2021",8/20/2020,active,,Replaces: @azure/cognitiveservices-formrecognizer
@azure/identity,1.2.5,2.0.0-beta.1,Identity,Identity,identity,,,client,TRUE,,10/29/2019,active,,
@azure/keyvault-admin,,4.0.0-beta.2,Key Vault - Administration,Key Vault,keyvault,,,client,TRUE,"4.0.0,04/15/2021",,,,
@azure/keyvault-certificates,4.1.0,4.2.0-beta.2,Key Vault - Certificates,Key Vault,keyvault,,,client,TRUE,"4.2.0,04/15/2021",1/7/2020,active,,
@azure/keyvault-keys,4.1.0,4.2.0-beta.4,Key Vault - Keys,Key Vault,keyvault,,,client,TRUE,"4.2.0,04/15/2021",10/30/2019,active,,
@azure/keyvault-secrets,4.1.0,4.2.0-beta.3,Key Vault - Secrets,Key Vault,keyvault,,,client,TRUE,"4.2.0,04/15/2021",10/30/2019,active,,
@azure/ai-metrics-advisor,,1.0.0-beta.3,Metrics Advisor,Metrics Advisor,metricsadvisor,,,client,TRUE,"1.0.0-beta.4,04/06/2021|1.0.0,05/11/2021",,,,
@azure/service-bus,7.0.3,,Service Bus,Service Bus,servicebus,,,client,TRUE,,5/16/2019,active,,
@azure/storage-blob,12.5.0,,Storage - Blobs,Storage,storage,,,client,TRUE,,7/26/2019,active,,
@azure/storage-blob-changefeed,,12.0.0-preview.2,Storage - Blobs ChangeFeed,Storage,storage,,,client,TRUE,,,,,
@azure/storage-file-datalake,12.4.0,,Storage - Files Data Lake,Data Lake Storage (Gen 2),storage,,,client,TRUE,,3/10/2020,active,,
@azure/storage-file-share,12.5.0,,Storage - Files Shares,Storage,storage,,,client,TRUE,,12/4/2019,active,,
@azure/storage-queue,12.4.0,,Storage - Queues,Storage,storage,,,client,TRUE,,7/26/2019,active,,
@azure/synapse-access-control,,1.0.0-beta.2,Synapse - AccessControl,Synapse Analytics,synapse,,,client,TRUE,,,,,
@azure/synapse-artifacts,,1.0.0-beta.3,Synapse - Artifacts,Synapse Analytics,synapse,,,client,TRUE,,,,,
@azure/synapse-managed-private-endpoints,,1.0.0-beta.2,Synapse - Managed Private Endpoints,Synapse Analytics,synapse,,,client,TRUE,,,,,
@azure/synapse-monitoring,,1.0.0-beta.2,Synapse - Monitoring,Synapse Analytics,synapse,,,client,TRUE,,,,,
@azure/synapse-spark,,1.0.0-beta.2,Synapse - Spark,Synapse Analytics,synapse,,,client,TRUE,,,,,
@azure/data-tables,,12.0.0-beta.1,Tables,Tables,tables,,,client,TRUE,,,,,
@azure/ai-text-analytics,5.0.1,5.1.0-beta.5,Text Analytics,Text Analytics,textanalytics,,,client,TRUE,"5.1.0,05/11/2021",6/9/2020,active,,Replaces: @azure/cognitiveservices-textanalytics
,,,,Active Directory,,NA,NA,,,,,,TRUE,
,,,,Active Directory B2C,,NA,NA,,,,,,TRUE,
,,,,Advanced Threat Protection,,NA,NA,,,,,,TRUE,
,,,,Alert Management,,NA,NA,,,,,,TRUE,
,,,,API Apps,,NA,NA,,,,,,TRUE,
,,,,Application Gateway,,NA,NA,,,,,,TRUE,
,,,,Arc Enabled Servers,,NA,NA,,,,,,TRUE,
,,,,Archive Storage,,NA,NA,,,,,,TRUE,
,,,,Artifacts,,NA,NA,,,,,,TRUE,
,,,,Automanage,,NA,NA,,,,,,TRUE,
,,,,Avere vFXT for Azure,,NA,NA,,,,,,TRUE,
,,,,Backup,,NA,NA,,,,,,TRUE,
,,,,Bastion,,NA,NA,,,,,,TRUE,
,,,,Blockchain Service,,NA,NA,,,,,,TRUE,
,,,,Blockchain Tokens,,NA,NA,,,,,,TRUE,
,,,,Blockchain Workbench,,NA,NA,,,,,,TRUE,
,,,,Blueprints,,NA,NA,,,,,,TRUE,
,,,,Boards,,NA,NA,,,,,,TRUE,
,,,,Cloud Services,,NA,NA,,,,,,TRUE,
,,,,Cloud Shell,,NA,NA,,,,,,TRUE,
,,,,Common Data Service,,NA,NA,,,,,,TRUE,
,,,,Content Protection,,NA,NA,,,,,,TRUE,
,,,,Customer Lockbox for Microsoft Azure,,NA,NA,,,,,,TRUE,
,,,,CycleCloud,,NA,NA,,,,,,TRUE,
,,,,Data Lake Analytics,,NA,NA,,,,,,TRUE,
,,,,Data Science Virtual Machines,,NA,NA,,,,,,TRUE,
,,,,Data Share,,NA,NA,,,,,,TRUE,
,,,,Datadog,,NA,NA,,,,,,TRUE,
,,,,DDoS Protection Standard,,NA,NA,,,,,,TRUE,
,,,,Dedicated Host,,NA,NA,,,,,,TRUE,
,,,,Dedicated HSM,,NA,NA,,,,,,TRUE,
,,,,Devices,,NA,NA,,,,,,TRUE,
,,,,DevOps,,NA,NA,,,,,,TRUE,
,,,,Disk Storage,,NA,NA,,,,,,TRUE,
,,,,Encoding,,NA,NA,,,,,,TRUE,
,,,,ExpressRoute,,NA,NA,,,,,,TRUE,
,,,,Firewall,,NA,NA,,,,,,TRUE,
,,,,Firewall Manager,,NA,NA,,,,,,TRUE,
,,,,Functions,,NA,NA,,,,,,TRUE,
,,,,FXT Edge Filer,,NA,NA,,,,,,TRUE,
,,,,Guest Configuration,,NA,NA,,,,,,TRUE,
,,,,HPC Cache,,NA,NA,,,,,,TRUE,
,,,,Information Protection,,NA,NA,,,,,,TRUE,
,,,,Ink Recognizer,,NA,NA,,,,,,TRUE,
,,,,Internet Analyzer,,NA,NA,,,,,,TRUE,
,,,,Intune,,NA,NA,,,,,,TRUE,
,,,,IoT Edge,,NA,NA,,,,,,TRUE,
,,,,IoT solution accelerators,,NA,NA,,,,,,TRUE,
,,,,Kinect Developer Kit,,NA,NA,,,,,,TRUE,
,,,,Kubernetes Service,,NA,NA,,,,,,TRUE,
,,,,Lighthouse,,NA,NA,,,,,,TRUE,
,,,,Linux Virtual Machines,,NA,NA,,,,,,TRUE,
,,,,Live and On-Demand Streaming,,NA,NA,,,,,,TRUE,
,,,,Load Balancer,,NA,NA,,,,,,TRUE,
,,,,Machine Learning Studio,,NA,NA,,,,,,TRUE,
,,,,Managed Disks,,NA,NA,,,,,,TRUE,
,,,,Managed Services,,NA,NA,,,,,,TRUE,
,,,,Marketplace,,NA,NA,,,,,,TRUE,
,,,,Media Player,,NA,NA,,,,,,TRUE,
,,,,Microsoft Azure portal,,NA,NA,,,,,,TRUE,
,,,,Microsoft Genomics,,NA,NA,,,,,,TRUE,
,,,,Mobile Apps,,NA,NA,,,,,,TRUE,
,,,,Network Watcher,,NA,NA,,,,,,TRUE,
,,,,Open Datasets,,NA,NA,,,,,,TRUE,
,,,,Pipelines,,NA,NA,,,,,,TRUE,
,,,,Power Apps,,NA,NA,,,,,,TRUE,
,,,,Power Automate,,NA,NA,,,,,,TRUE,
,,,,Private Link,,NA,NA,,,,,,TRUE,
,,,,R Server for HDInsight,,NA,NA,,,,,,TRUE,
,,,,Red Hat OpenShift (ARO),,NA,NA,,,,,,TRUE,
,,,,Remote Rendering,,NA,NA,,,,,,TRUE,
,,,,RemoteApp,,NA,NA,,,,,,TRUE,
,,,,Repos,,NA,NA,,,,,,TRUE,
,,,,Resource Explorer,,NA,NA,,,,,,TRUE,
,,,,Resource Manager,,NA,NA,,,,,,TRUE,
,,,,Resource Manager templates,,NA,NA,,,,,,TRUE,
,,,,Resource Mover,,NA,NA,,,,,,TRUE,
,,,,RTOS,,NA,NA,,,,,,TRUE,
,,,,Scheduler,,NA,NA,,,,,,TRUE,
,,,,Sentinel,,NA,NA,,,,,,TRUE,
,,,,Server Management,,NA,NA,,,,,,TRUE,
,,,,Service Health,,NA,NA,,,,,,TRUE,
,,,,Spatial Anchors,,NA,NA,,,,,,TRUE,
,,,,Speaker Recognition,,NA,NA,,,,,,TRUE,
,,,,Speech Translation,,NA,NA,,,,,,TRUE,
,,,,Sphere,,NA,NA,,,,,,TRUE,
,,,,Spring Cloud,,NA,NA,,,,,,TRUE,
,,,,SQL Database,,NA,NA,,,,,,TRUE,
,,,,SQL Database Edge,,NA,NA,,,,,,TRUE,
,,,,SQL Managed Instance,,NA,NA,,,,,,TRUE,
,,,,Storage Explorer,,NA,NA,,,,,,TRUE,
,,,,Test Plans,,NA,NA,,,,,,TRUE,
,,,,Video Indexer,,NA,NA,,,,,,TRUE,
,,,,Virtual Machine Scale Sets,,NA,NA,,,,,,TRUE,
,,,,Virtual WAN,,NA,NA,,,,,,TRUE,
,,,,Visual Studio App Center,,NA,NA,,,,,,TRUE,
,,,,Visual Studio Code,,NA,NA,,,,,,TRUE,
,,,,Visual Studio Online,,NA,NA,,,,,,TRUE,
,,,,VPN Gateway,,NA,NA,,,,,,TRUE,
,,,,Web App for Containers,,NA,NA,,,,,,TRUE,
,,,,Web Apps,,NA,NA,,,,,,TRUE,
,,,,WebJobs,,NA,NA,,,,,,TRUE,
,,,,Windows 10 IoT Core Services,,NA,NA,,,,,,TRUE,
,,,,Windows Virtual Desktop,,NA,NA,,,,,,TRUE,
,,,,Xamarin,,NA,NA,,,,,,TRUE,
@autorest/codemodel,4.14.7,,@autorest/codemodel,,NA,NA,NA,,FALSE,,,active,,
@autorest/common,1.1.1,,@autorest/common,,NA,NA,NA,,FALSE,,,active,,
@autorest/configuration,1.2.0,,@autorest/configuration,,NA,NA,NA,,FALSE,,,active,,
@autorest/csharp,,3.0.0-beta.20210319.1,@autorest/csharp,,NA,NA,NA,,FALSE,,,,,
@autorest/csharp-v3,,3.0.0-beta.20201217.1,@autorest/csharp-v3,,NA,NA,NA,,FALSE,,,,,
@autorest/extension-base,3.2.1,,@autorest/extension-base,,NA,NA,NA,,FALSE,,,active,,
@autorest/schemas,1.1.0,,@autorest/schemas,,NA,NA,NA,,FALSE,,,active,,
@autorest/test-utils,0.2.0,,@autorest/test-utils,,NA,NA,NA,,FALSE,,,,,
@azure/arm-appservice-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-appservice-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-authorization-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-authorization-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-commerce-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-commerce-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-compute-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-compute-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-confluent,1.0.0,,@azure/arm-confluent,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-databoxedge-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-databoxedge-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-datalake-analytics,1.0.0,,@azure/arm-datalake-analytics,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-dns-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-dns-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-eventhub-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-eventhub-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-healthbot,1.0.0,,@azure/arm-healthbot,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-hybridkubernetes,1.0.0,,@azure/arm-hybridkubernetes,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-iothub-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-iothub-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-keyvault-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-keyvault-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-locks-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-locks-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-monitor-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-monitor-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-network-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-network-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-policy-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-policy-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-redisenterprisecache,1.0.0,,@azure/arm-redisenterprisecache,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-resourcemover,1.0.0,,@azure/arm-resourcemover,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-resources-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-resources-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-servicefabric,1.0.0,,@azure/arm-servicefabric,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-storage-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-storage-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/arm-subscriptions-profile-2020-09-01-hybrid,1.0.0,,@azure/arm-subscriptions-profile-2020-09-01-hybrid,,NA,NA,NA,,FALSE,,,active,,
@azure/communication-administration,,1.0.0-beta.4,@azure/communication-administration,,NA,NA,NA,,FALSE,,,,,
@azure/core-crypto,,1.0.0-alpha.20210122.1,@azure/core-crypto,,NA,NA,NA,,FALSE,,,,,
@azure/iot-device-update,,1.0.0-beta.1,@azure/iot-device-update,,NA,NA,NA,,FALSE,,,,,
@azure/quantum-jobs,,1.0.0-beta.1,@azure/quantum-jobs,,NA,NA,NA,,FALSE,,,,,
@azure/static-web-apps-cli,0.2.1,,@azure/static-web-apps-cli,,NA,NA,NA,,FALSE,,,,,
@azure-tools/jsonschema,1.0.0,,@azure-tools/jsonschema,,NA,NA,NA,,FALSE,,,active,,
@azure-tools/tmlanguage-generator,0.1.1,,@azure-tools/tmlanguage-generator,,NA,NA,NA,,FALSE,,,,,
adl-vscode,0.4.2,,adl-vscode,,NA,NA,NA,,FALSE,,,,,
@azure/amqp-common,,1.0.0-preview.17,AMQP Common,Core,core,NA,NA,client,FALSE,,,,,
@azure/cognitiveservices-anomalydetector,2.1.0,,Anomaly Detector,Anomaly Detector,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-anomalydetector,NA,NA,client,FALSE,,,active,,
@azure/applicationinsights-query,1.1.0,,Application Insights - Query,Application Insights,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/applicationinsights/applicationinsights-query,NA,,client,FALSE,,,active,,
autorest,3.1.3,,AutoRest,AutoRest,NA,NA,NA,client,FALSE,,,active,,
@autorest/az,1.7.2,,AutoRest - AZ,AutoRest,https://github.com/Azure/autorest.az/tree/1.4.0,NA,NA,client,FALSE,,,active,,
@autorest/azureresourceschema,3.0.98,,AutoRest - Azure Resource Schema,AutoRest,https://github.com/Azure/autorest.azureresourceschema,NA,NA,client,FALSE,,,active,,
@autorest/cli,0.1.889,,AutoRest - CLI,AutoRest,https://github.com/Azure/autorest.cli,NA,NA,client,FALSE,,,,,
@autorest/cli.common,1.0.14,,AutoRest - CLI Common,AutoRest,https://github.com/Azure/autorest.clicommon,NA,NA,client,FALSE,,,,TRUE,
@autorest/clicommon,0.6.1,,AutoRest - CLI Common,AutoRest,https://github.com/Azure/autorest.clicommon/tree/0.4.12,NA,NA,client,FALSE,,,,,
@azure/autorest.codemodel-v3,3.0.137,,AutoRest - Code Model,AutoRest,NA,NA,NA,client,FALSE,,,active,,
@autorest/compare,0.3.6,,AutoRest - Compare,AutoRest,https://github.com/Azure/autorest.compare,NA,NA,client,FALSE,,,,,
@autorest/core,3.2.1,,AutoRest - Core,AutoRest,https://github.com/Azure/autorest,NA,NA,client,FALSE,,,active,,
@autorest/azure-functions-csharp,,0.2.0-preview-dev.321054549,AutoRest - Functions CSharp,AutoRest,NA,NA,NA,client,FALSE,,,,,
@autorest/azure-functions-java,,0.0.2-Preview,AutoRest - Functions Java,AutoRest,NA,NA,NA,client,FALSE,,,,,
@autorest/azure-functions-python,,0.1.0-preview,AutoRest - Functions Python,AutoRest,NA,NA,NA,client,FALSE,,,,,
@autorest/azure-functions-typescript,,0.0.1-preview,AutoRest - Functions TypeScript,AutoRest,NA,NA,NA,client,FALSE,,,,,
@autorest/go,,4.0.0-preview.14,AutoRest - Go,AutoRest,NA,NA,NA,client,FALSE,,,,,
@autorest/modelerfour,4.18.0,,AutoRest - Modeler Four,AutoRest,https://github.com/Azure/autorest.modelerfour,NA,NA,client,FALSE,,,active,,
@autorest/powershell,3.0.424,,AutoRest - Power Shell,AutoRest,https://github.com/Azure/autorest.powershell,NA,NA,client,FALSE,,,active,,
@autorest/python,5.6.4,,AutoRest - Python,AutoRest,https://github.com/Azure/autorest.python/tree/v5.1.0-preview.7,NA,NA,client,FALSE,,,active,,
@autorest/remodeler,2.1.27,,AutoRest - Remodeler,AutoRest,https://github.com/Azure/autorest.remodeler,NA,NA,client,FALSE,,,active,,
@autorest/test,0.1.76,,AutoRest - Test,AutoRest,https://github.com/Azure/autorest.test,NA,NA,client,FALSE,,,,,
@autorest/test-server,3.0.27,,AutoRest - Test Server,AutoRest,NA,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-autosuggest,2.0.1,,Autosuggest,Autosuggest,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-autosuggest,NA,NA,client,FALSE,,,active,,
@azure/avocado,0.8.2,,Avocado,OpenAPI Specification,https://github.com/Azure/avocado,NA,NA,client,FALSE,,,,,
@azure/batch,8.0.0,,Batch,Batch,https://github.com/azure/azure-sdk-for-js/tree/master/sdk/batch/batch,NA,NA,client,FALSE,,,active,,
@azure/communication-calling,,1.0.0-beta.10,Communication Calling,Communication,NA,NA,NA,client,FALSE,,,,,
@azure/communication-signaling,,1.0.0-beta.3,Communication Signaling,Communication,NA,NA,NA,client,FALSE,,,,,
@azure/cognitiveservices-computervision,7.1.0,,Computer Vision,Computer Vision,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-computervision,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-contentmoderator,5.0.1,,Content Moderator,Content Moderator,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-contentmoderator,NA,NA,client,FALSE,,,active,,
@azure/core-asynciterator-polyfill,1.0.0,,Core - Asynciterator Polyfill,Core,core,NA,,client,FALSE,,,active,,
@azure/core-https,,1.0.0-beta.1,Core - Https,Core,NA,NA,NA,client,FALSE,,,,,
@azure/core-paging,1.1.3,,Core - Paging,Core,core,,,client,FALSE,,,active,,
@azure/cosmos,2.1.1,,Cosmos DB,Cosmos DB,NA,NA,NA,client,FALSE,,,,TRUE,
@azure/cognitiveservices-customimagesearch,2.0.1,,Custom Image Search,Custom Image Search,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-customimagesearch,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-customsearch,3.0.1,,Custom Search,Custom Search,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-customsearch,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-customvision-prediction,5.1.2,,Custom Vision Prediction,Custom Vision,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-customvision-prediction,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-customvision-training,5.2.0,,Custom Vision Training,Custom Vision,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-customvision-training,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-entitysearch,3.0.1,,Entity Search,Entity Search,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-entitysearch,NA,NA,client,FALSE,,,active,,
azure-eventgrid,1.6.0,,Event Grid,Event Grid,NA,NA,NA,client,FALSE,,,active,TRUE,
azure-event-hubs,0.2.11,,Event Hubs,Event Hubs,NA,NA,NA,client,FALSE,,,maintenance,TRUE,
@azure/event-processor-host,2.1.1,,Event Hubs - Event Processor,Event Hubs,eventhub,NA,,client,FALSE,,,maintenance,,Replaced by @azure/event-hubs
@azure/cognitiveservices-face,4.2.0,,Face,Face,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-face,NA,NA,client,FALSE,,,active,,
@azure/cognitiveservices-formrecognizer,2.0.1,,Form Recognizer,Form Recognizer,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/cognitiveservices/cognitiveservices-formrecognizer,NA,NA,client,FALSE,,,maintenance,,
git-rest-api-sdk,0.3.3,,Git Rest Api SDK,Git Rest Api,https://github.com/azure/git-rest-api,NA,NA,client,FALSE,,,,,
@azure/graph,5.0.2,,Graph,Microsoft Graph,https://github.com/Azure/azure-sdk-for-js/tree/master/sdk/graphrbac/graph,NA,NA,client,FALSE,,,active,,
